Wall time,Step,Value
1682386942.1453733,2560,-0.8209649920463562
1682386987.8091736,5120,-0.8337851762771606
1682387033.0835392,7680,-0.6856785416603088
1682387252.447564,10240,-0.5181301236152649
1682387297.3851812,12800,-0.39093634486198425
1682387343.0998907,15360,-0.23768506944179535
1682387388.1991043,17920,-0.30267518758773804
1682387606.2816694,20480,-0.2998453378677368
1682387652.373311,23040,-0.0839926078915596
1682387697.3024473,25600,-0.02438604086637497
1682387742.7635272,28160,0.12084324657917023
1682387962.0304391,30720,0.17398619651794434
1682388007.730677,33280,0.2958422005176544
1682388052.7596877,35840,0.28442496061325073
1682388099.0904295,38400,0.3722292184829712
1682388315.9876757,40960,0.2896893322467804
1682388361.5243418,43520,-0.018388766795396805
1682388407.2972937,46080,0.037529196590185165
1682388451.7075734,48640,0.10427862405776978
1682388672.7440276,51200,0.18435534834861755
1682388718.5125015,53760,0.2191261202096939
1682388764.961761,56320,0.11633260548114777
1682388809.9682736,58880,0.13971823453903198
1682389028.1004388,61440,0.150627002120018
1682389074.2935672,64000,0.18355703353881836
1682389119.4594605,66560,0.24382942914962769
1682389164.8758597,69120,0.29010123014450073
1682389499.010077,71680,0.3153012990951538
1682389544.8449392,74240,0.38080042600631714
1682389589.9208362,76800,0.4109470248222351
1682389635.6143227,79360,0.4072398543357849
1682389857.174996,81920,0.5441590547561646
1682389903.4606767,84480,0.4933781325817108
1682389948.827659,87040,0.5309295058250427
1682389994.8500075,89600,0.5606403350830078
1682390167.142,92160,0.5433867573738098
1682390213.7468514,94720,0.7849650382995605
1682390259.3407488,97280,0.7959349751472473
1682390305.9560678,99840,1.0460630655288696
1682390525.6207888,102400,1.3122997283935547
1682390571.0514362,104960,1.424278736114502
1682390617.2967424,107520,1.4388455152511597
1682390762.4779172,110080,1.1270546913146973
1682390807.8978376,112640,1.198978066444397
1682390852.6418996,115200,1.2490675449371338
1682390897.8881419,117760,1.1942532062530518
1682391105.345627,120320,1.211031436920166
1682391149.6805992,122880,1.3062655925750732
1682391195.1388497,125440,1.3286628723144531
1682391240.2024896,128000,1.3461295366287231
1682391409.6000147,130560,1.3411691188812256
1682391455.4370964,133120,1.2694206237792969
1682391500.9861753,135680,1.3337615728378296
1682391547.4315238,138240,1.3570361137390137
1682391753.7807655,140800,1.2432568073272705
1682391800.0526743,143360,1.2466721534729004
1682391843.715714,145920,1.1207225322723389
1682391890.111718,148480,0.852165162563324
1682392101.203341,151040,0.9061760306358337
1682392146.1914282,153600,0.9420228600502014
1682392192.2968025,156160,0.9286802411079407
1682392238.423783,158720,1.0178945064544678
1682393219.023913,161280,0.7970808148384094
1682393264.2066803,163840,0.8062922358512878
1682393310.5117972,166400,0.621208906173706
1682393356.2478151,168960,0.5729666948318481
1682393576.336293,171520,0.5762308835983276
1682393622.4398878,174080,0.5832899808883667
1682393668.1173306,176640,0.6096290946006775
1682393714.7274573,179200,0.5649154186248779
1682393934.5592053,181760,0.5836612582206726
1682393980.912786,184320,0.54612797498703
1682394026.7896206,186880,0.5434023141860962
1682394073.118977,189440,0.5277012586593628
1682394275.2642992,192000,0.3939756453037262
1682394321.7339792,194560,0.4082047641277313
1682394367.1363714,197120,0.27682730555534363
1682394412.8393996,199680,0.14813439548015594
1682394640.5415664,202240,0.15412637591362
1682394686.8928072,204800,0.20704132318496704
1682394732.070116,207360,0.5246657729148865
1682394778.024171,209920,0.2972540855407715
1682394986.8078828,212480,0.07708600908517838
1682395033.4584942,215040,0.20354010164737701
1682395080.0506594,217600,0.2545951306819916
1682395275.2139776,220160,0.24177992343902588
1682395321.488044,222720,0.20279304683208466
1682395368.0885952,225280,0.3696829676628113
1682395413.6909657,227840,0.4421485364437103
1682395609.1014867,230400,0.37579959630966187
1682395655.323039,232960,0.4422208368778229
1682395700.8288195,235520,0.7739021182060242
1682395744.8614092,238080,0.7175172567367554
1682395966.2300777,240640,0.8970130085945129
1682396012.5000715,243200,1.2053909301757812
1682396058.057245,245760,1.1916874647140503
1682396103.968652,248320,1.3184858560562134
1682396324.367542,250880,1.3683505058288574
1682396369.9909592,253440,1.2854416370391846
1682396416.4602277,256000,1.417779564857483
1682396460.877247,258560,1.4949750900268555
1682396682.545685,261120,1.7036247253417969
1682396727.904549,263680,1.7115581035614014
1682396774.3731835,266240,1.5629267692565918
1682396819.5074017,268800,1.5383696556091309
1682397039.1061027,271360,1.5992785692214966
1682397085.3009174,273920,1.5704208612442017
1682397131.4183059,276480,1.5605525970458984
1682397177.5456614,279040,1.5262271165847778
1682397390.6135762,281600,1.5456712245941162
1682397436.9818745,284160,1.5438469648361206
1682397482.4561737,286720,1.5302767753601074
1682397528.7141101,289280,1.457614779472351
1682397746.037478,291840,1.280784010887146
1682397792.348775,294400,1.3506642580032349
1682397838.2217453,296960,1.2341893911361694
1682397882.5049884,299520,1.082971453666687
1682399612.118209,302080,1.0479131937026978
1682399657.6308694,304640,1.4202373027801514
1682399703.5747476,307200,1.5115832090377808
1682399751.51569,309760,1.679863691329956
1682399961.9568803,312320,1.6351851224899292
1682400007.0737953,314880,1.569815993309021
1682400051.7476819,317440,1.6134999990463257
1682401324.9058428,320000,1.5241869688034058
1682401371.3819222,322560,1.3641020059585571
1682401417.3875391,325120,1.303389072418213
1682401463.4779422,327680,1.2514010667800903
1682401685.7140436,330240,1.2386469841003418
1682401731.2032232,332800,1.2416667938232422
1682401776.8313785,335360,1.2186760902404785
1682401821.3733146,337920,1.144885778427124
1682402044.9483654,340480,0.9597699046134949
1682402090.7788284,343040,0.8949991464614868
1682402136.525875,345600,0.8452602624893188
1682402182.538768,348160,0.701645016670227
1682402373.9302468,350720,0.6456725597381592
1682402420.6472287,353280,0.6406521797180176
1682402467.0837932,355840,0.6900999546051025
1682402511.8433397,358400,0.6746888756752014
1682402705.779072,360960,0.7859687209129333
1682402752.1546552,363520,0.7800958752632141
1682402797.6604903,366080,0.8512684106826782
1682402843.641906,368640,0.6014623641967773
1682403064.8020952,371200,0.21179383993148804
1682403110.7302287,373760,0.24141700565814972
1682403157.346263,376320,-0.024927960708737373
1682403201.3243718,378880,-0.20141685009002686
1682403422.911917,381440,-0.26475387811660767
1682403469.111736,384000,-0.2772654592990875
1682403515.005292,386560,-0.3137854039669037
1682403561.0888886,389120,-0.4810108244419098
1682403783.1092432,391680,-0.4944814443588257
1682403829.5067286,394240,-0.4027600586414337
1682403874.8784945,396800,-0.3749527037143707
1682403919.6358273,399360,-0.3840004503726959
1682404126.833559,401920,-0.39392149448394775
1682404172.729892,404480,-0.6052420735359192
1682404218.4482083,407040,-0.7723098993301392
1682404264.3470552,409600,-0.7875211238861084
1682404487.7854936,412160,-0.8505272269248962
1682404533.4964466,414720,-0.9341844320297241
1682404579.4772847,417280,-0.8440984487533569
1682404625.0603402,419840,-0.9563198685646057
1682404833.8055027,422400,-0.9267174601554871
1682404879.393207,424960,-1.051786184310913
1682404925.808876,427520,-1.042335867881775
1682405114.186943,430080,-1.0917819738388062
1682405160.4046535,432640,-1.0943787097930908
1682405207.1470335,435200,-0.9099631309509277
1682405253.2474983,437760,-1.0124880075454712
1682405474.2536654,440320,-0.9077041149139404
1682405520.1465774,442880,-0.7936015129089355
1682405566.9937158,445440,-0.7891575694084167
1682405612.9218333,448000,-0.7402330636978149
1682405823.455176,450560,-0.9429025053977966
1682405870.6385546,453120,-0.927892804145813
1682405916.765963,455680,-1.0215333700180054
1682405962.7369525,458240,-0.9711754322052002
1682406182.0880756,460800,-1.0057402849197388
1682406228.2623417,463360,-0.8863423466682434
1682406273.9784806,465920,-0.568838894367218
1682406320.3749988,468480,-0.4453485310077667
1682406516.3308055,471040,-0.2982809543609619
1682406562.1006837,473600,-0.00834519974887371
1682406607.9429796,476160,-0.011277589946985245
1682406654.2435176,478720,0.020053699612617493
1682406876.010983,481280,0.07040657848119736
1682406920.954368,483840,0.26354244351387024
1682406967.5516791,486400,0.34952640533447266
1682407013.3083162,488960,0.3457978665828705
1682407209.6310892,491520,0.4116802215576172
1682407255.6290658,494080,0.43696439266204834
1682407301.3337736,496640,0.46154293417930603
1682407348.0961251,499200,0.4856722056865692
1682407558.9771051,501760,0.5945683121681213
1682407604.96749,504320,0.5196980237960815
1682407650.2535224,506880,0.5014477372169495
1682407696.9320152,509440,0.29086145758628845
1682407919.3687668,512000,0.3292677104473114
1682407965.2474616,514560,0.2180369347333908
1682408011.859277,517120,0.34950369596481323
1682408057.3672972,519680,0.3496444821357727
1682408268.0112476,522240,0.37885093688964844
1682408313.7948616,524800,0.41305187344551086
1682408359.148503,527360,0.5535391569137573
1682408405.764064,529920,0.4912087917327881
1682408614.0438,532480,0.6201364994049072
1682408660.9423099,535040,0.47905242443084717
1682408706.2103035,537600,0.4708935022354126
1682408902.8633456,540160,0.5107666850090027
1682408949.259188,542720,0.27188631892204285
1682408995.7187684,545280,0.5098113417625427
1682409041.7593818,547840,0.3261788785457611
1682409260.1307166,550400,0.4102145731449127
1682409305.95172,552960,0.32323864102363586
1682409352.2909439,555520,0.3778509497642517
1682409397.337314,558080,0.1735188066959381
1682409605.3312826,560640,0.030225720256567
1682409651.602848,563200,0.08508071303367615
1682409697.5972598,565760,-0.02432907000184059
1682409744.4388661,568320,-0.11914630234241486
1682409957.669427,570880,-0.1577613651752472
1682410003.2175665,573440,-0.17732350528240204
1682410049.4126914,576000,-0.12986844778060913
1682410096.1065261,578560,-0.03024744987487793
1682410316.8583086,581120,-0.046904921531677246
1682410362.4082205,583680,-0.2450302392244339
1682410408.7480402,586240,-0.3158802092075348
1682410454.3140607,588800,-0.3403116464614868
1682410675.951401,591360,-0.41111305356025696
1682410722.2229822,593920,-0.50168776512146
1682410768.1806688,596480,-0.4945943057537079
1682410813.7340255,599040,-0.25990980863571167
1682411012.040644,601600,-0.36533352732658386
1682411058.6591856,604160,-0.24017253518104553
1682411105.0910096,606720,-0.033167511224746704
1682411151.0276785,609280,0.13110564649105072
1682411372.2399037,611840,0.22332003712654114
1682411418.7643332,614400,0.1956499069929123
1682411464.2135239,616960,0.023785239085555077
1682411510.7107785,619520,-0.007395850028842688
1682411734.062175,622080,-0.06638006865978241
1682411779.4730928,624640,-0.14578257501125336
1682411825.3577642,627200,-0.15312224626541138
1682411870.8811257,629760,-0.09234873950481415
1682412092.435081,632320,-0.24710984528064728
1682412138.3252945,634880,-0.22016066312789917
1682412184.6219118,637440,-0.2628825604915619
1682412407.2253146,640000,-0.10175085812807083
1682412453.2444348,642560,-0.09738726913928986
1682412499.470842,645120,-0.03914866968989372
1682412545.1079977,647680,0.06779736280441284
1682412767.0286336,650240,-0.0306014996021986
1682412812.733682,652800,0.1520756632089615
1682412858.5048363,655360,0.2964479625225067
1682412903.860598,657920,0.38288548588752747
1682413097.9106305,660480,0.5181909203529358
1682413144.212495,663040,0.6140386462211609
1682413190.4152381,665600,0.41146430373191833
1682413236.3374496,668160,0.49119114875793457
1682413458.267694,670720,0.5143870115280151
1682413505.8486304,673280,0.6593112945556641
1682413551.3498209,675840,0.5810632705688477
1682413596.939783,678400,0.5909109711647034
1682413793.2725494,680960,0.5461098551750183
1682413839.55255,683520,0.7370301485061646
1682413885.9509745,686080,0.6593069434165955
1682413931.637918,688640,0.6831221580505371
1682414148.4713588,691200,0.7898803949356079
1682414195.39792,693760,0.8938891887664795
1682414241.9800568,696320,0.7361460328102112
1682414288.1847847,698880,0.7003458738327026
1682414505.8139267,701440,0.5437610745429993
1682414552.0369189,704000,0.40911149978637695
1682414598.4096303,706560,0.46552810072898865
1682414644.73039,709120,0.23327921330928802
1682414867.3493733,711680,0.3818618357181549
1682414912.1840267,714240,0.39271533489227295
1682414957.7178547,716800,0.441982626914978
1682415004.2571084,719360,0.5155847668647766
1682415224.5228999,721920,0.45629286766052246
1682415271.0255063,724480,0.2681710124015808
1682415317.500763,727040,0.26832303404808044
1682415363.7802427,729600,0.24395127594470978
1682415573.503771,732160,0.3686036765575409
1682415619.4189763,734720,0.3923273980617523
1682415663.981737,737280,0.4377877712249756
1682415710.2722468,739840,0.34352225065231323
1682415921.9007058,742400,0.0816749706864357
1682415967.6393936,744960,0.03205337002873421
1682416013.7049754,747520,-0.01774935983121395
1682416223.5086312,750080,-0.004807529971003532
1682416269.159476,752640,-0.11362326145172119
1682416315.8358235,755200,-0.15624375641345978
1682416360.099016,757760,-0.17520660161972046
1682416583.217064,760320,-0.135886088013649
1682416629.4158692,762880,-0.15001444518566132
1682416675.9865606,765440,0.17008720338344574
1682416722.3134718,768000,0.01786457933485508
1682416944.543091,770560,-0.05694654956459999
1682416990.7782328,773120,-0.12143827229738235
1682417036.8620174,775680,-0.11039870977401733
1682417081.81713,778240,-0.15619778633117676
1682417301.947993,780800,-0.11798352003097534
1682417348.2378116,783360,-0.12409771233797073
1682417394.3248043,785920,-0.01829439029097557
1682417440.4564893,788480,-0.10027536004781723
1682417641.6557217,791040,-0.1899678111076355
1682417688.9378839,793600,-0.0629194974899292
1682417735.2159393,796160,-0.06900975853204727
1682417779.8414106,798720,0.16238084435462952
1682417990.9579384,801280,-0.008721309714019299
1682418036.5708303,803840,0.0019066899549216032
1682418083.745085,806400,0.24641942977905273
1682418129.0722263,808960,0.1564035713672638
1682418340.1944127,811520,0.3187112510204315
1682418386.567337,814080,0.34751278162002563
1682418433.1405299,816640,0.23445917665958405
1682418479.4134085,819200,0.4170587658882141
1682418690.450097,821760,0.517765462398529
1682418737.084244,824320,0.6520070433616638
1682418782.854349,826880,0.608932614326477
1682418829.984072,829440,0.5317031741142273
1682419046.3574157,832000,0.5530340671539307
1682419092.1837428,834560,0.4719035029411316
1682419138.8060992,837120,0.40394243597984314
1682419184.793387,839680,0.40726780891418457
1682419406.7555711,842240,0.752242386341095
1682419452.30325,844800,0.7533966302871704
1682419499.0669436,847360,0.8410288691520691
1682419544.9737015,849920,0.906688392162323
1682419755.910773,852480,0.9562470316886902
1682419802.6462896,855040,0.8853575587272644
1682419848.3116486,857600,0.7943483591079712
1682420062.21681,860160,0.9364079236984253
1682420107.9182444,862720,0.7159854173660278
1682420154.332937,865280,0.7383890748023987
1682420200.51296,867840,0.7588769793510437
1682420422.3619537,870400,0.6955118179321289
1682420468.7822604,872960,0.8247262835502625
1682420515.1931574,875520,0.8595157861709595
1682420561.8654492,878080,0.8219472169876099
1682420760.13882,880640,0.7192438244819641
1682420805.16139,883200,0.7599920034408569
1682420851.4189837,885760,0.8915771245956421
1682420897.3046734,888320,0.8478546738624573
1682421111.1914828,890880,0.8455932140350342
1682421157.454837,893440,0.7716794013977051
